date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:44:17	208696/208696	---M--	200	added ('OK')	image/jpg	date:Thu,%2008%20May%202025%2003:10:47%20GMT	https://drive.gianhangvn.com/image/lynk-co-09-2817013j33900.jpg	D:/App/WinHTTrack/Output/subaru-v2/drive.gianhangvn.com/image/lynk-co-09-2817013j33900.jpg	(from https://lynkcolongbien.com/)
11:44:18	26820/26820	---M-Z	200	added ('OK')	text/html	etag:97818DEBC68BECEC348547A2621DC834-638962983723035665	https://lynkcolongbien.com/bang-gia-xe-522803n.html	D:/App/WinHTTrack/Output/subaru-v2/lynkcolongbien.com/bang-gia-xe-522803n.html	(from https://lynkcolongbien.com/)
11:44:18	26200/26200	---M-Z	200	added ('OK')	text/html	etag:884CBE5B0EB4AA324FC7A219F7890232-638962983727087817	https://lynkcolongbien.com/mua-xe-tra-gop-522806n.html	D:/App/WinHTTrack/Output/subaru-v2/lynkcolongbien.com/mua-xe-tra-gop-522806n.html	(from https://lynkcolongbien.com/)
11:44:18	16397/16397	---M-Z	200	added ('OK')	text/html	etag:5CAC4CD98B92B67E671C49B40AABD1CA-638962983730365869	https://lynkcolongbien.com/tin-tuc-uu-dai-522807t.html	D:/App/WinHTTrack/Output/subaru-v2/lynkcolongbien.com/tin-tuc-uu-dai-522807t.html	(from https://lynkcolongbien.com/)
11:44:19	18306/18306	---M-Z	200	added ('OK')	text/html	etag:C6B7608B460BC5E867CF6D29BE2EA0A9-638962983733665000	https://lynkcolongbien.com/lien-he.html	D:/App/WinHTTrack/Output/subaru-v2/lynkcolongbien.com/lien-he.html	(from https://lynkcolongbien.com/)
11:44:19	199460/199460	---M--	200	added ('OK')	image/png	date:Thu,%2008%20May%202025%2000:44:28%20GMT	https://cdn.gianhangvn.com/image/lynkco-06-olyqyhf.png	D:/App/WinHTTrack/Output/subaru-v2/cdn.gianhangvn.com/image/lynkco-06-olyqyhf.png	(from https://lynkcolongbien.com/)
11:44:20	217691/217691	---M--	200	added ('OK')	image/png	date:Thu,%2008%20May%202025%2000:44:28%20GMT	https://cdn.gianhangvn.com/image/lynkco-01-repbyhg.png	D:/App/WinHTTrack/Output/subaru-v2/cdn.gianhangvn.com/image/lynkco-01-repbyhg.png	(from https://lynkcolongbien.com/)
11:44:20	195892/195892	---M--	200	added ('OK')	image/png	date:Thu,%2008%20May%202025%2000:44:28%20GMT	https://cdn.gianhangvn.com/image/lynkco-03-b4w3yhi.png	D:/App/WinHTTrack/Output/subaru-v2/cdn.gianhangvn.com/image/lynkco-03-b4w3yhi.png	(from https://lynkcolongbien.com/)
11:44:20	167402/167402	---M--	200	added ('OK')	image/png	date:Thu,%2008%20May%202025%2000:44:28%20GMT	https://cdn.gianhangvn.com/image/lynkco-05-9sjkyhj.png	D:/App/WinHTTrack/Output/subaru-v2/cdn.gianhangvn.com/image/lynkco-05-9sjkyhj.png	(from https://lynkcolongbien.com/)
11:44:21	208696/208696	---M--	200	added ('OK')	image/png	date:Thu,%2008%20May%202025%2000:44:28%20GMT	https://cdn.gianhangvn.com/image/lynkco-09-r989yhh.png	D:/App/WinHTTrack/Output/subaru-v2/cdn.gianhangvn.com/image/lynkco-09-r989yhh.png	(from https://lynkcolongbien.com/)
11:44:21	301641/301641	---M--	200	added ('OK')	image/jpg	date:Thu,%2008%20May%202025%2003:06:09%20GMT	https://cdn.gianhangvn.com/image/lynkco-banner-o73lyim.jpg	D:/App/WinHTTrack/Output/subaru-v2/cdn.gianhangvn.com/image/lynkco-banner-o73lyim.jpg	(from https://lynkcolongbien.com/)
11:44:21	777119/777119	---M--	200	added ('OK')	image/jpg	date:Thu,%2008%20May%202025%2000:44:24%20GMT	https://cdn.gianhangvn.com/image/test-drive-oeqsyhe.jpg	D:/App/WinHTTrack/Output/subaru-v2/cdn.gianhangvn.com/image/test-drive-oeqsyhe.jpg	(from https://lynkcolongbien.com/)
11:44:22	89475/89475	---MCZ	200	added ('OK')	application/javascript	etag:%221d6491386de0003%22	https://cloud.gianhangvn.com/js/jquery.min.js	D:/App/WinHTTrack/Output/subaru-v2/cloud.gianhangvn.com/js/jquery.min.js	(from https://lynkcolongbien.com/)
11:44:22	171872/171872	---MCZ	200	added ('OK')	application/javascript	etag:%221d8fcdea218d860%22	https://cloud.gianhangvn.com/js/library.min.js?v19	D:/App/WinHTTrack/Output/subaru-v2/cloud.gianhangvn.com/js/library.mine5a5.js	(from https://lynkcolongbien.com/)
11:44:22	125357/125357	---MCZ	200	added ('OK')	application/javascript	etag:%221dc32a61e63992d%22	https://cloud.gianhangvn.com/js/common.min.js?v19	D:/App/WinHTTrack/Output/subaru-v2/cloud.gianhangvn.com/js/common.mine5a5.js	(from https://lynkcolongbien.com/)
11:44:23	8286/8286	---MCZ	200	added ('OK')	application/javascript	etag:%221da2c3b8fe98ede%22	https://cloud.gianhangvn.com/templates/0022/js/home.min.js?v1	D:/App/WinHTTrack/Output/subaru-v2/cloud.gianhangvn.com/templates/0022/js/home.min6654.js	(from https://lynkcolongbien.com/)
11:44:23	715/715	---MCZ	200	added ('OK')	application/javascript	etag:%221d891fbe14a6c4b%22	https://cloud.gianhangvn.com/templates/0022/lang/vi.js?v1	D:/App/WinHTTrack/Output/subaru-v2/cloud.gianhangvn.com/templates/0022/lang/vi6654.js	(from https://lynkcolongbien.com/)
11:44:23	62526/62526	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2008%20May%202025%2003:58:04%20GMT	https://lynkcolongbien.com/plugin.js?638822986841356900	D:/App/WinHTTrack/Output/subaru-v2/lynkcolongbien.com/plugine166.js	(from https://lynkcolongbien.com/)
11:44:25	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Fri,%2017%20Oct%202025%2004:44:18%20GMT	http://connect.facebook.net/vi_VN/sdk.js	D:/App/WinHTTrack/Output/subaru-v2/connect.facebook.net/vi_VN/sdk.22.delayed	(from https://lynkcolongbien.com/)
11:44:25	3091/3091	---M-Z	200	added ('OK')	application/x-javascript	etag:%2205735452f09debe3fdd982a6f4dcca07%22	https://connect.facebook.net/vi_VN/sdk.js	D:/App/WinHTTrack/Output/subaru-v2/connect.facebook.net/vi_VN/sdk.js	(from https://lynkcolongbien.com/)
11:44:26	76636/76636	---M--	200	added ('OK')	font/woff2	etag:%221d8809a71356c5c%22	https://cloud.gianhangvn.com/webfonts/fa-brands-400.woff2	D:/App/WinHTTrack/Output/subaru-v2/cloud.gianhangvn.com/webfonts/fa-brands-400.woff2	(from https://cloud.gianhangvn.com/css/library.min.css?v19)
11:44:26	89824/89824	---M--	200	added ('OK')	application/font-woff	etag:%221d8809a713519e0%22	https://cloud.gianhangvn.com/webfonts/fa-brands-400.woff	D:/App/WinHTTrack/Output/subaru-v2/cloud.gianhangvn.com/webfonts/fa-brands-400.woff	(from https://cloud.gianhangvn.com/css/library.min.css?v19)
11:44:26	132728/132728	---M--	200	added ('OK')	application/x-font-ttf	etag:%221d8809a71364178%22	https://cloud.gianhangvn.com/webfonts/fa-brands-400.ttf	D:/App/WinHTTrack/Output/subaru-v2/cloud.gianhangvn.com/webfonts/fa-brands-400.ttf	(from https://cloud.gianhangvn.com/css/library.min.css?v19)
11:44:27	719417/719417	---M--	200	added ('OK')	image/svg+xml	etag:%221d8809a713ebd39%22	https://cloud.gianhangvn.com/webfonts/fa-brands-400.svg	D:/App/WinHTTrack/Output/subaru-v2/cloud.gianhangvn.com/webfonts/fa-brands-400.svg	(from https://cloud.gianhangvn.com/css/library.min.css?v19)
11:44:27	188560/188560	---M--	200	added ('OK')	font/woff2	etag:%221d8809a7136a790%22	https://cloud.gianhangvn.com/webfonts/fa-duotone-900.woff2	D:/App/WinHTTrack/Output/subaru-v2/cloud.gianhangvn.com/webfonts/fa-duotone-900.woff2	(from https://cloud.gianhangvn.com/css/library.min.css?v19)
11:44:27	268072/268072	---M--	200	added ('OK')	application/font-woff	etag:%221d8809a71305028%22	https://cloud.gianhangvn.com/webfonts/fa-duotone-900.woff	D:/App/WinHTTrack/Output/subaru-v2/cloud.gianhangvn.com/webfonts/fa-duotone-900.woff	(from https://cloud.gianhangvn.com/css/library.min.css?v19)
11:44:28	571780/571780	---M--	200	added ('OK')	application/x-font-ttf	etag:%221d8809a713cfe84%22	https://cloud.gianhangvn.com/webfonts/fa-duotone-900.ttf	D:/App/WinHTTrack/Output/subaru-v2/cloud.gianhangvn.com/webfonts/fa-duotone-900.ttf	(from https://cloud.gianhangvn.com/css/library.min.css?v19)
11:44:28	190440/190440	---M--	200	added ('OK')	font/woff2	etag:%221d8809a71ce3a68%22	https://cloud.gianhangvn.com/webfonts/fa-light-300.woff2	D:/App/WinHTTrack/Output/subaru-v2/cloud.gianhangvn.com/webfonts/fa-light-300.woff2	(from https://cloud.gianhangvn.com/css/library.min.css?v19)
11:44:28	2606244/2606244	---M--	200	added ('OK')	image/svg+xml	etag:%221d8809a711383a4%22	https://cloud.gianhangvn.com/webfonts/fa-duotone-900.svg	D:/App/WinHTTrack/Output/subaru-v2/cloud.gianhangvn.com/webfonts/fa-duotone-900.svg	(from https://cloud.gianhangvn.com/css/library.min.css?v19)
11:44:29	252876/252876	---M--	200	added ('OK')	application/font-woff	etag:%221d8809a71cf064c%22	https://cloud.gianhangvn.com/webfonts/fa-light-300.woff	D:/App/WinHTTrack/Output/subaru-v2/cloud.gianhangvn.com/webfonts/fa-light-300.woff	(from https://cloud.gianhangvn.com/css/library.min.css?v19)
11:44:29	495060/495060	---M--	200	added ('OK')	application/x-font-ttf	etag:%221d8809a71cb5054%22	https://cloud.gianhangvn.com/webfonts/fa-light-300.ttf	D:/App/WinHTTrack/Output/subaru-v2/cloud.gianhangvn.com/webfonts/fa-light-300.ttf	(from https://cloud.gianhangvn.com/css/library.min.css?v19)
11:44:30	174360/174360	---M--	200	added ('OK')	font/woff2	etag:%221d8809a71ce7498%22	https://cloud.gianhangvn.com/webfonts/fa-regular-400.woff2	D:/App/WinHTTrack/Output/subaru-v2/cloud.gianhangvn.com/webfonts/fa-regular-400.woff2	(from https://cloud.gianhangvn.com/css/library.min.css?v19)
11:44:30	2434859/2434859	---M--	200	added ('OK')	image/svg+xml	etag:%221d8809a71e9faab%22	https://cloud.gianhangvn.com/webfonts/fa-light-300.svg	D:/App/WinHTTrack/Output/subaru-v2/cloud.gianhangvn.com/webfonts/fa-light-300.svg	(from https://cloud.gianhangvn.com/css/library.min.css?v19)
11:44:31	231248/231248	---M--	200	added ('OK')	application/font-woff	etag:%221d8809a71cf5ad0%22	https://cloud.gianhangvn.com/webfonts/fa-regular-400.woff	D:/App/WinHTTrack/Output/subaru-v2/cloud.gianhangvn.com/webfonts/fa-regular-400.woff	(from https://cloud.gianhangvn.com/css/library.min.css?v19)
11:44:31	455680/455680	---M--	200	added ('OK')	application/x-font-ttf	etag:%221d8809a71ca2980%22	https://cloud.gianhangvn.com/webfonts/fa-regular-400.ttf	D:/App/WinHTTrack/Output/subaru-v2/cloud.gianhangvn.com/webfonts/fa-regular-400.ttf	(from https://cloud.gianhangvn.com/css/library.min.css?v19)
11:44:32	2175970/2175970	---M--	200	added ('OK')	image/svg+xml	etag:%221d8809a71edee62%22	https://cloud.gianhangvn.com/webfonts/fa-regular-400.svg	D:/App/WinHTTrack/Output/subaru-v2/cloud.gianhangvn.com/webfonts/fa-regular-400.svg	(from https://cloud.gianhangvn.com/css/library.min.css?v19)
11:44:32	141600/141600	---M--	200	added ('OK')	font/woff2	etag:%221d8809a71cef4a0%22	https://cloud.gianhangvn.com/webfonts/fa-solid-900.woff2	D:/App/WinHTTrack/Output/subaru-v2/cloud.gianhangvn.com/webfonts/fa-solid-900.woff2	(from https://cloud.gianhangvn.com/css/library.min.css?v19)
11:44:32	188716/188716	---M--	200	added ('OK')	application/font-woff	etag:%221d8809a71ce3cac%22	https://cloud.gianhangvn.com/webfonts/fa-solid-900.woff	D:/App/WinHTTrack/Output/subaru-v2/cloud.gianhangvn.com/webfonts/fa-solid-900.woff	(from https://cloud.gianhangvn.com/css/library.min.css?v19)
11:44:33	388564/388564	---M--	200	added ('OK')	application/x-font-ttf	etag:%221d8809a71c93054%22	https://cloud.gianhangvn.com/webfonts/fa-solid-900.ttf	D:/App/WinHTTrack/Output/subaru-v2/cloud.gianhangvn.com/webfonts/fa-solid-900.ttf	(from https://cloud.gianhangvn.com/css/library.min.css?v19)
11:44:33	1780032/1780032	---M--	200	added ('OK')	image/svg+xml	etag:%221d8809a71d7f4c0%22	https://cloud.gianhangvn.com/webfonts/fa-solid-900.svg	D:/App/WinHTTrack/Output/subaru-v2/cloud.gianhangvn.com/webfonts/fa-solid-900.svg	(from https://cloud.gianhangvn.com/css/library.min.css?v19)
11:44:34	0/0	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Oct%202025%2004:44:27%20GMT	https://cloud.gianhangvn.com/css/owl.video.play.png	D:/App/WinHTTrack/Output/subaru-v2/cloud.gianhangvn.com/css/owl.video.play.38.delayed	(from https://cloud.gianhangvn.com/css/library.min.css?v19)
11:44:34	22280/22280	---M--	200	added ('OK')	font/woff2	date:Thu,%2014%20Sep%202023%2000:35:33%20GMT	https://fonts.gstatic.com/s/mulish/v13/1Pttg83HX_SGhgqk2joiaqRFB_ie_Vo.woff2	D:/App/WinHTTrack/Output/subaru-v2/fonts.gstatic.com/s/mulish/v13/1Pttg83HX_SGhgqk2joiaqRFB_ie_Vo.woff2	(from https://cloud.gianhangvn.com/templates/0022/skin03/css/style.css)
11:44:35	67927/67927	---M--	200	added ('OK')	image/jpeg	etag:%221d7784b64d1b357%22	https://cdn.gianhangvn.com/image/banner.jpg	D:/App/WinHTTrack/Output/subaru-v2/cdn.gianhangvn.com/image/banner.jpg	(from https://lynkcolongbien.com/san-pham.html)
11:44:35	117302/117302	---M--	200	added ('OK')	image/jpg	date:Wed,%2015%20Oct%202025%2010:09:10%20GMT	https://drive.gianhangvn.com/image/lynk-co-06-2818820j33900x16.jpg	D:/App/WinHTTrack/Output/subaru-v2/drive.gianhangvn.com/image/lynk-co-06-2818820j33900x16.jpg	(from https://lynkcolongbien.com/san-pham.html)
11:44:35	162500/162500	---M--	200	added ('OK')	image/jpg	date:Wed,%2015%20Oct%202025%2009:50:55%20GMT	https://drive.gianhangvn.com/image/lynk-co-01-2818828j33900x16.jpg	D:/App/WinHTTrack/Output/subaru-v2/drive.gianhangvn.com/image/lynk-co-01-2818828j33900x16.jpg	(from https://lynkcolongbien.com/san-pham.html)
11:44:36	136117/136117	---M--	200	added ('OK')	image/jpg	date:Wed,%2015%20Oct%202025%2009:50:49%20GMT	https://drive.gianhangvn.com/image/lynk-co-03-2818835j33900x16.jpg	D:/App/WinHTTrack/Output/subaru-v2/drive.gianhangvn.com/image/lynk-co-03-2818835j33900x16.jpg	(from https://lynkcolongbien.com/san-pham.html)
11:44:36	161395/161395	---M--	200	added ('OK')	image/jpg	date:Wed,%2015%20Oct%202025%2009:50:52%20GMT	https://drive.gianhangvn.com/image/lynk-co-05-2818842j33900x16.jpg	D:/App/WinHTTrack/Output/subaru-v2/drive.gianhangvn.com/image/lynk-co-05-2818842j33900x16.jpg	(from https://lynkcolongbien.com/san-pham.html)
11:44:36	115217/115217	---M--	200	added ('OK')	image/jpg	date:Wed,%2015%20Oct%202025%2009:50:47%20GMT	https://drive.gianhangvn.com/image/lynk-co-09-2818849j33900x16.jpg	D:/App/WinHTTrack/Output/subaru-v2/drive.gianhangvn.com/image/lynk-co-09-2818849j33900x16.jpg	(from https://lynkcolongbien.com/san-pham.html)
11:44:37	218583/218583	---M--	200	added ('OK')	image/jpg	date:Tue,%2013%20May%202025%2000:32:47%20GMT	https://drive.gianhangvn.com/image/lynk-co-06-2818820j33900.jpg	D:/App/WinHTTrack/Output/subaru-v2/drive.gianhangvn.com/image/lynk-co-06-2818820j33900.jpg	(from https://lynkcolongbien.com/lynk-co-06-1487816.html)
11:44:37	226866/226866	---M--	200	added ('OK')	image/jpg	date:Tue,%2013%20May%202025%2000:32:47%20GMT	https://drive.gianhangvn.com/image/ooo5yqe-2818821j33900.jpg	D:/App/WinHTTrack/Output/subaru-v2/drive.gianhangvn.com/image/ooo5yqe-2818821j33900.jpg	(from https://lynkcolongbien.com/lynk-co-06-1487816.html)
11:44:37	167167/167167	---M--	200	added ('OK')	image/jpg	date:Tue,%2013%20May%202025%2000:32:47%20GMT	https://drive.gianhangvn.com/image/r0y1yqf-2818822j33900.jpg	D:/App/WinHTTrack/Output/subaru-v2/drive.gianhangvn.com/image/r0y1yqf-2818822j33900.jpg	(from https://lynkcolongbien.com/lynk-co-06-1487816.html)
11:44:38	239742/239742	---M--	200	added ('OK')	image/jpg	date:Tue,%2013%20May%202025%2000:32:47%20GMT	https://drive.gianhangvn.com/image/r7rkyqg-2818823j33900.jpg	D:/App/WinHTTrack/Output/subaru-v2/drive.gianhangvn.com/image/r7rkyqg-2818823j33900.jpg	(from https://lynkcolongbien.com/lynk-co-06-1487816.html)
11:44:38	227130/227130	---M--	200	added ('OK')	image/jpg	date:Tue,%2013%20May%202025%2000:32:47%20GMT	https://drive.gianhangvn.com/image/r6gjyqh-2818824j33900.jpg	D:/App/WinHTTrack/Output/subaru-v2/drive.gianhangvn.com/image/r6gjyqh-2818824j33900.jpg	(from https://lynkcolongbien.com/lynk-co-06-1487816.html)
11:44:38	271403/271403	---M--	200	added ('OK')	image/jpg	date:Tue,%2013%20May%202025%2000:32:47%20GMT	https://drive.gianhangvn.com/image/9d7ayqj-2818825j33900.jpg	D:/App/WinHTTrack/Output/subaru-v2/drive.gianhangvn.com/image/9d7ayqj-2818825j33900.jpg	(from https://lynkcolongbien.com/lynk-co-06-1487816.html)
11:44:39	224814/224814	---M--	200	added ('OK')	image/jpg	date:Tue,%2013%20May%202025%2000:32:47%20GMT	https://drive.gianhangvn.com/image/oh52yqk-2818826j33900.jpg	D:/App/WinHTTrack/Output/subaru-v2/drive.gianhangvn.com/image/oh52yqk-2818826j33900.jpg	(from https://lynkcolongbien.com/lynk-co-06-1487816.html)
11:44:39	218583/218583	---M--	200	added ('OK')	image/jpg	date:Tue,%2013%20May%202025%2000:32:47%20GMT	https://drive.gianhangvn.com/image/bgbnyqi-2818820j33900.jpg	D:/App/WinHTTrack/Output/subaru-v2/drive.gianhangvn.com/image/bgbnyqi-2818820j33900.jpg	(from https://lynkcolongbien.com/lynk-co-06-1487816.html)
11:44:39	212544/212544	---M--	200	added ('OK')	image/jpg	date:Tue,%2013%20May%202025%2000:32:47%20GMT	https://drive.gianhangvn.com/image/ogwqyql-2818827j33900.jpg	D:/App/WinHTTrack/Output/subaru-v2/drive.gianhangvn.com/image/ogwqyql-2818827j33900.jpg	(from https://lynkcolongbien.com/lynk-co-06-1487816.html)
11:44:40	496179/496179	---M--	200	added ('OK')	image/jpg	date:Sat,%2010%20May%202025%2004:53:12%20GMT	https://cdn.gianhangvn.com/image/lynk-co-06-ngoai-that-8-bfi2ymz.jpg	D:/App/WinHTTrack/Output/subaru-v2/cdn.gianhangvn.com/image/lynk-co-06-ngoai-that-8-bfi2ymz.jpg	(from https://lynkcolongbien.com/lynk-co-06-1487816.html)
11:44:40	139392/139392	---M--	200	added ('OK')	image/jpg	date:Thu,%2008%20May%202025%2001:44:44%20GMT	https://cdn.gianhangvn.com/image/lynk-co-06-17-9hc3yhx.jpg	D:/App/WinHTTrack/Output/subaru-v2/cdn.gianhangvn.com/image/lynk-co-06-17-9hc3yhx.jpg	(from https://lynkcolongbien.com/lynk-co-06-1487816.html)
11:44:40	181856/181856	---M--	200	added ('OK')	image/jpg	date:Thu,%2008%20May%202025%2001:44:43%20GMT	https://cdn.gianhangvn.com/image/lynk-co-06-16-b4jvyh1.jpg	D:/App/WinHTTrack/Output/subaru-v2/cdn.gianhangvn.com/image/lynk-co-06-16-b4jvyh1.jpg	(from https://lynkcolongbien.com/lynk-co-06-1487816.html)
11:44:41	150353/150353	---M--	200	added ('OK')	image/jpg	date:Thu,%2008%20May%202025%2001:44:44%20GMT	https://cdn.gianhangvn.com/image/lynk-co-06-15-2z8qyh3.jpg	D:/App/WinHTTrack/Output/subaru-v2/cdn.gianhangvn.com/image/lynk-co-06-15-2z8qyh3.jpg	(from https://lynkcolongbien.com/lynk-co-06-1487816.html)
11:44:41	152272/152272	---M--	200	added ('OK')	image/jpg	date:Thu,%2008%20May%202025%2001:44:44%20GMT	https://cdn.gianhangvn.com/image/lynk-co-06-14-2af5yh4.jpg	D:/App/WinHTTrack/Output/subaru-v2/cdn.gianhangvn.com/image/lynk-co-06-14-2af5yh4.jpg	(from https://lynkcolongbien.com/lynk-co-06-1487816.html)
11:44:42	480949/480949	---M--	200	added ('OK')	image/jpg	date:Sat,%2010%20May%202025%2004:55:18%20GMT	https://cdn.gianhangvn.com/image/lynk-co-06-ngoai-that-1-ojz6ym0.jpg	D:/App/WinHTTrack/Output/subaru-v2/cdn.gianhangvn.com/image/lynk-co-06-ngoai-that-1-ojz6ym0.jpg	(from https://lynkcolongbien.com/lynk-co-06-1487816.html)
11:44:42	419572/419572	---M--	200	added ('OK')	image/jpg	date:Sat,%2010%20May%202025%2004:55:39%20GMT	https://cdn.gianhangvn.com/image/lynk-co-06-ngoai-that-2-oz83ym1.jpg	D:/App/WinHTTrack/Output/subaru-v2/cdn.gianhangvn.com/image/lynk-co-06-ngoai-that-2-oz83ym1.jpg	(from https://lynkcolongbien.com/lynk-co-06-1487816.html)
11:44:42	325465/325465	---M--	200	added ('OK')	image/jpg	date:Sat,%2010%20May%202025%2004:55:44%20GMT	https://cdn.gianhangvn.com/image/lynk-co-06-ngoai-that-5-o9udym2.jpg	D:/App/WinHTTrack/Output/subaru-v2/cdn.gianhangvn.com/image/lynk-co-06-ngoai-that-5-o9udym2.jpg	(from https://lynkcolongbien.com/lynk-co-06-1487816.html)
